Ano;Município (Código);Município;area_lavouras;despesa_insumos;despesa_lavouras;despesa_terras;CR_sicor;pessoal_ocupado;qtde_maquinas;qtde_tratores;receita_lavouras;uso_adubos;uso_agrotoxicos;uso_assistencia_tecnica;uso_corretivos;producao;pib_agro
2017;4118501;Pato Branco - PR;26703,3;77009;NA;65653;309324151,24;3191;1861;875;127409;979;951;681;329;199545;193384
2017;4118600;Paula Freitas - PR;14297,5;25580;42471;26825;22671112,06;1580;1022;556;69279;433;415;323;253;78330;105400
2017;4118709;Paulo Frontin - PR;15148,7;27828;43952;26327;25227412,42;2631;1520;993;79508;981;966;761;533;105365;147469
2017;4118808;Peabiru - PR;28024,9;59451;94327;66321;62591389,51;1809;1320;590;106229;425;426;362;193;161393;103161
2017;4118857;Perobal - PR;15880,8;33518;148822;NA;24603000,47;1680;618;314;57536;352;224;309;249;79068;59774
2017;4118907;Pérola - PR;1587,3;12273;1577;5458;12248831,81;1170;146;92;10593;334;338;228;179;45168;32694
2017;4119004;Pérola d'Oeste - PR;10137,2;27968;NA;24055;35097872,51;2698;1021;429;NA;958;926;824;203;72377;55821
2017;4119103;Piên - PR;NA;15749;NA;15710;13422992,26;3358;1370;905;NA;1101;1058;938;563;117638;139978
2017;4119152;Pinhais - PR;199,2;NA;3816;NA;NA;137;31;23;991;24;1;19;9;1872;1127
2017;4119202;Pinhalão - PR;6018,0;11698;17921;12013;10026389,09;2215;260;160;28669;534;455;177;150;46385;79264
2017;4119251;Pinhal de São Bento - PR;2673,1;5750;NA;4031;6177220,27;1103;208;112;NA;316;317;189;29;28135;19897
2017;4119301;Pinhão - PR;47290,7;96999;136558;95149;139758958,79;8243;1172;656;NA;1267;1426;481;606;266776;159175
2017;4119400;Piraí do Sul - PR;43793,4;153664;277610;126508;84592049,74;4032;1431;786;223520;773;606;454;345;325665;197573
2017;4119509;Piraquara - PR;776,8;3611;NA;1723;745481,83;728;200;133;NA;136;41;102;48;9326;26695
2017;4119608;Pitanga - PR;54077,8;127289;147607;105323;174572899,27;7926;2264;1148;193779;2168;2078;1313;806;312157;174312
2017;4119657;Pitangueiras - PR;9629,6;328592;342212;331245;13842511,40;874;403;196;52301;193;189;174;72;63797;42111
2017;4119707;Planaltina do Paraná - PR;7157,6;12365;NA;12023;11150031,08;965;214;145;NA;240;222;147;185;54314;27978
2017;4119806;Planalto - PR;13985,4;41008;40305;30682;39794814,91;4846;1342;643;60544;1532;1470;792;165;122282;83074
2017;4119905;Ponta Grossa - PR;61251,7;146429;218339;142903;279683982,87;4189;2341;1310;338120;812;614;599;513;422418;291183
2017;4119954;Pontal do Paraná - PR;NA;186;100;NA;201422,22;86;9;8;513;27;7;12;4;672;2653
2017;4120002;Porecatu - PR;15837,0;9653;NA;NA;9122210,27;701;89;56;NA;117;67;65;35;60164;33939
2017;4120101;Porto Amazonas - PR;NA;6689;12644;NA;15273644,56;454;187;110;33803;41;35;69;36;39780;36180
2017;4120150;Porto Barreiro - PR;NA;19396;19045;NA;26643037,07;2421;547;265;NA;592;670;420;319;65441;40359
2017;4120200;Porto Rico - PR;870,0;4363;NA;2088;11501663,21;567;92;59;NA;52;24;41;63;23862;15183
2017;4120309;Porto Vitória - PR;2368,2;6486;1717;2883;4197990,45;1095;299;224;4258;271;149;115;99;621647;21078
2017;4120333;Prado Ferreira - PR;9286,4;16900;37310;NA;17188178,62;522;244;125;86980;71;55;56;31;61648;31302
2017;4120358;Pranchita - PR;12680,5;24501;NA;24531;51948416,01;1159;818;351;NA;372;386;277;175;69718;62089
2017;4120408;Presidente Castelo Branco - PR;9028,8;30009;40184;NA;6610644,94;904;146;92;36003;172;218;264;162;56788;51759
2017;4120507;Primeiro de Maio - PR;19110,4;42882;60839;44549;39860403,75;1134;935;483;87552;392;381;358;76;110910;71874
2017;4120606;Prudentópolis - PR;61523,9;83460;141472;84606;116455701,05;15705;3241;2040;299240;4584;5572;1977;2039;365450;373533
2017;4120655;Quarto Centenário - PR;NA;60904;NA;52595;79577110,21;695;583;300;NA;178;166;141;87;126940;94604
2017;4120705;Quatiguá - PR;265,8;3309;810;NA;5172578,31;583;138;91;812;126;71;68;61;17169;19725
2017;4120804;Quatro Barras - PR;183,1;1007;889;NA;NA;273;57;51;1215;66;3;60;29;2850;3975
2017;4120853;Quatro Pontes - PR;6616,8;59770;NA;21430;48702390,83;1259;605;376;NA;306;280;279;75;133940;70886
2017;4120903;Quedas do Iguaçu - PR;18783,4;35634;39472;NA;40652397,73;7451;1095;624;NA;1734;1943;483;256;128637;102983
2017;4121000;Querência do Norte - PR;20565,4;41837;57431;NA;64350180,58;3086;773;412;65340;385;380;235;202;136802;68673
2017;4121109;Quinta do Sol - PR;21047,8;47199;NA;55124;44778934,41;1139;639;312;92756;234;234;180;63;107539;65998
2017;4121208;Quitandinha - PR;11581,4;20213;28352;NA;20355998,42;3207;1455;914;58221;1361;1268;571;504;73900;130592
2017;4121257;Ramilândia - PR;4130,9;10211;8946;NA;12760101,58;1514;192;128;NA;316;332;191;75;36919;33140
2017;4121307;Rancho Alegre - PR;9898,9;23891;32044;24471;17110907,91;860;361;202;42775;226;221;180;37;92790;42830
2017;4121356;Rancho Alegre D'Oeste - PR;NA;41317;67524;NA;34544309,78;793;413;214;74485;223;212;213;111;107024;58432
2017;4121406;Realeza - PR;15317,3;41355;71265;38093;49154209,88;2472;1024;501;68836;756;729;659;228;110157;98087
2017;4121505;Rebouças - PR;18854,2;35937;83071;37037;47557233,39;3478;1275;729;96156;1146;1067;791;573;107986;145179
2017;4121604;Renascença - PR;25067,3;55649;73687;51953;52079432,64;2199;1146;541;87397;675;667;472;205;147193;116594
2017;4121703;Reserva - PR;16227,7;29212;NA;29015;49414525,84;4027;921;597;59683;817;850;188;360;189378;188196
2017;4121752;Reserva do Iguaçu - PR;12356,2;15442;NA;14133;51503955,65;1675;375;189;NA;345;451;141;94;70996;63443
2017;4121802;Ribeirão Claro - PR;2335,1;8144;3986;3890;19345539,93;1775;257;213;8464;352;179;105;91;56604;63557
2017;4121901;Ribeirão do Pinhal - PR;8999,8;19343;38925;19730;21791864,21;1558;438;251;44595;275;186;88;74;65275;50949
2017;4122008;Rio Azul - PR;18229,6;35155;NA;38203;37189843,65;6438;2059;1433;148465;1970;1941;1705;1140;159427;312977
2017;4122107;Rio Bom - PR;5081,5;17844;NA;NA;10468008,66;703;253;150;NA;218;218;131;114;30505;28825
2017;4122156;Rio Bonito do Iguaçu - PR;20227,7;36109;NA;24871;43650413,09;6528;1125;565;NA;1884;2317;812;438;131783;104786
2017;4122172;Rio Branco do Ivaí - PR;11554,6;20453;31447;25471;20892828,56;1544;319;155;41977;347;431;115;132;59386;21852
2017;4122206;Rio Branco do Sul - PR;1487,5;3113;2772;2508;4869728,79;2021;110;91;7463;234;231;184;48;10688;35238
2017;4122305;Rio Negro - PR;10097,1;18310;NA;NA;21074805,28;3246;1410;921;88602;968;948;892;545;294335;140529
2017;4122404;Rolândia - PR;26388,0;57087;85723;NA;74826903,75;2562;1484;772;141787;587;441;435;326;192677;167346
2017;4122503;Roncador - PR;29964,3;61920;94354;61045;78648297,05;2394;1163;511;121483;601;550;338;178;186727;155234
2017;4122602;Rondon - PR;24518,2;45268;148575;NA;12935613,21;1269;472;290;90504;258;238;175;144;118186;54994
2017;4122651;Rosário do Ivaí - PR;3261,7;15273;13166;14284;22294571,36;2156;257;172;20961;401;523;273;264;52182;24125
2017;4122701;Sabáudia - PR;10566,8;27633;32981;21099;32737432,35;1133;690;359;44177;243;244;277;149;75032;56515
2017;4122800;Salgado Filho - PR;2692,7;10029;NA;4998;9595837,18;1665;191;98;NA;380;427;206;32;44122;45783
2017;4122909;Salto do Itararé - PR;1714,8;6710;4451;NA;6167812,72;960;199;149;7130;179;30;59;29;19026;42330
2017;4123006;Salto do Lontra - PR;11310,7;38444;27784;25693;42611217,89;3812;1014;507;41678;1049;1054;908;256;156708;124936
2017;4123105;Santa Amélia - PR;4061,0;12566;15917;11865;2231578,66;564;286;182;NA;156;142;117;94;33371;19331
2017;4123204;Santa Cecília do Pavão - PR;4835,8;7587;NA;NA;12499773,18;528;406;182;NA;149;139;101;42;23510;24710
2017;4123303;Santa Cruz de Monte Castelo - PR;8254,7;17344;15335;NA;32280135,72;1149;268;169;NA;190;56;102;160;54164;97243
2017;4123402;Santa Fé - PR;14292,1;27039;55691;33092;22783750,85;1509;469;254;40507;286;207;290;158;86626;60918
2017;4123501;Santa Helena - PR;25288,8;100072;99469;NA;108001581,04;4513;1716;1017;96378;1290;1180;1039;246;296153;215395
2017;4123600;Santa Inês - PR;6359,2;7151;NA;13742;3526901,83;441;126;68;6515;42;24;25;31;28676;22729
2017;4123709;Santa Isabel do Ivaí - PR;7582,7;17030;NA;17831;22196455,10;1470;388;207;NA;268;171;180;188;76264;41789
2017;4123808;Santa Izabel do Oeste - PR;14233,7;37464;NA;32540;71879752,49;2859;1035;492;NA;835;824;591;196;125862;108327
2017;4123824;Santa Lúcia - PR;5922,0;13344;NA;NA;20742114,79;1045;417;218;NA;358;362;341;128;45060;28299
2017;4123857;Santa Maria do Oeste - PR;25532,9;49994;56734;45576;62514183,19;4281;884;452;78611;1181;1074;540;421;114985;62510
2017;4123907;Santa Mariana - PR;29523,6;40023;60249;NA;44129183,20;1178;920;484;115516;240;227;206;164;131797;115754
2017;4123956;Santa Mônica - PR;12272,8;16009;NA;20163;20932550,39;857;240;139;NA;150;74;92;155;58224;27299
2017;4124004;Santana do Itararé - PR;10061,4;28550;35012;NA;15942391,88;976;532;345;48597;269;216;142;136;68444;44367
2017;4124020;Santa Tereza do Oeste - PR;18287,1;158953;NA;NA;43812213,93;1025;823;375;NA;314;287;243;109;133129;70100
2017;4124053;Santa Terezinha de Itaipu - PR;15468,7;37998;NA;NA;38778728,21;1064;672;339;NA;310;241;212;86;95653;48270
2017;4124103;Santo Antônio da Platina - PR;13124,1;28228;27622;19758;43483920,43;3202;872;518;56916;763;513;180;130;114270;131139
2017;4124202;Santo Antônio do Caiuá - PR;5040,2;7777;19420;11296;4373040,73;703;98;63;34128;93;34;59;74;35409;19603
2017;4124301;Santo Antônio do Paraíso - PR;8587,9;22259;26702;NA;10882653,10;646;441;184;38371;140;126;97;103;44313;30758
2017;4124400;Santo Antônio do Sudoeste - PR;12818,7;104540;NA;21033;44500848,65;3463;828;357;NA;1005;888;556;209;282110;131649
2017;4124509;Santo Inácio - PR;15155,2;19028;NA;32332;7165210,88;1079;281;162;19901;127;121;131;77;78435;46351
2017;4124608;São Carlos do Ivaí - PR;16262,8;29856;76442;34867;25914588,48;797;327;198;86722;113;75;98;94;89651;35477
2017;4124707;São Jerônimo da Serra - PR;16943,2;28040;41644;NA;28250644,12;3860;787;491;73145;718;759;287;251;103179;90333
2017;4124806;São João - PR;18798,8;52009;NA;39401;607763067,51;3045;1251;605;NA;1081;1059;692;253;146990;108272
2017;4124905;São João do Caiuá - PR;5943,2;13018;22243;NA;4942313,58;1259;241;140;18366;134;63;61;126;52306;55334
2017;4125001;São João do Ivaí - PR;20002,5;43509;78616;51337;49955355,45;1574;935;467;84135;514;494;379;104;110339;74215
2017;4125100;São João do Triunfo - PR;17920,6;27498;67843;31213;54758992,52;6612;1480;1246;150655;1820;1735;1446;698;161732;374832
2017;4125209;São Jorge d'Oeste - PR;11201,6;51881;NA;NA;57537611,18;2674;858;481;NA;883;856;838;277;136298;85737
2017;4125308;São Jorge do Ivaí - PR;26719,7;65648;NA;NA;81622697,38;1053;930;430;132778;217;195;214;143;700239;112399
2017;4125357;São Jorge do Patrocínio - PR;3727,4;10923;8126;NA;14835095,94;1647;366;199;12424;543;361;340;294;35579;30347
2017;4125407;São José da Boa Vista - PR;15287,0;41027;NA;NA;25356291,91;1747;633;311;NA;366;332;270;202;96307;71936
2017;4125456;São José das Palmeiras - PR;3042,3;11864;13215;NA;7521987,88;1158;190;114;14158;247;282;227;52;34993;26168
2017;4125506;São José dos Pinhais - PR;8312,0;29993;12566;27247;15527286,76;4365;1855;1234;21832;1278;887;651;626;124544;360442
2017;4125555;São Manoel do Paraná - PR;5756,0;5335;10590;NA;4526020,88;483;128;49;26479;137;79;48;54;31014;15509
2017;4125605;São Mateus do Sul - PR;42239,9;67249;118428;72439;72414297,27;9625;3291;1932;207765;2566;2150;1030;1125;254591;307819
2017;4125704;São Miguel do Iguaçu - PR;47208,0;151185;156914;NA;186821989,40;3821;2256;1252;198323;1257;1113;979;425;367578;229703
2017;4125753;São Pedro do Iguaçu - PR;13398,1;46236;47505;NA;36873239,39;1347;786;376;54068;420;396;348;145;104331;67631
2017;4125803;São Pedro do Ivaí - PR;17677,0;24371;60467;NA;25984919,72;1562;649;318;80075;220;200;185;79;89903;44863
2017;4125902;São Pedro do Paraná - PR;2133,7;7011;3383;2432;9399991,73;755;176;81;11047;112;26;187;100;37862;14658
2017;4126009;São Sebastião da Amoreira - PR;12304,4;24339;20544;23154;28200280,17;521;490;257;47426;156;140;95;76;79455;48784
2017;4126108;São Tomé - PR;12851,7;7830;20315;11080;12970278,40;745;120;88;49792;224;166;71;168;61305;46059
2017;4126207;Sapopema - PR;3616,5;10135;6737;6512;15928155,48;1708;191;141;12780;152;202;104;81;49351;29161
2017;4126256;Sarandi - PR;5564,7;15222;20675;NA;7984125,08;486;449;228;29630;131;118;124;81;36736;72712
2017;4126272;Saudade do Iguaçu - PR;4029,4;14351;6099;6910;11750990,07;2078;301;164;10634;494;496;474;76;58305;32761
2017;4126306;Sengés - PR;14203,7;40351;32297;50512;23691983,07;2666;461;300;69833;248;170;152;141;280407;116890
2017;4126355;Serranópolis do Iguaçu - PR;12241,6;37208;NA;32330;42822531,67;1862;896;505;NA;661;593;610;177;132045;77296
2017;4126405;Sertaneja - PR;30635,6;82588;116573;NA;54498643,95;763;760;383;163624;159;148;149;68;162310;88650
2017;4126504;Sertanópolis - PR;28312,2;59641;99723;66780;94542466,51;1563;1394;710;124254;346;324;323;136;158616;107597
2017;4126603;Siqueira Campos - PR;2821,9;9750;3448;NA;20401657,01;2078;262;196;9106;357;154;79;68;43303;62081
2017;4126652;Sulina - PR;4893,2;19472;11796;NA;16595712,83;1252;409;226;14845;426;448;449;48;53070;46257
2017;4126678;Tamarana - PR;14474,9;24359;32815;NA;32777985,63;1986;595;306;54524;371;350;219;184;77517;88864
2017;4126702;Tamboara - PR;8173,7;9697;25742;NA;13071399,36;1158;247;132;45144;169;102;114;101;53439;30229
2017;4126801;Tapejara - PR;25334,5;57446;168523;NA;41063589,75;1514;475;354;101284;188;78;76;107;138890;80008
2017;4126900;Tapira - PR;9379,6;20784;40308;NA;11462097,15;1838;346;206;35565;313;229;218;156;69943;36847
2017;4127007;Teixeira Soares - PR;33852,9;74657;115849;70663;82272982,19;2835;1272;702;174248;676;609;481;291;235769;178335
2017;4127106;Telêmaco Borba - PR;455,3;11012;354;NA;698465,74;2113;192;180;1751;54;8;23;11;458601;121485
2017;4127205;Terra Boa - PR;16174,9;22450;26309;23314;27924880,98;1172;444;224;82793;301;223;266;155;103954;94141
2017;4127304;Terra Rica - PR;17357,5;37677;70839;42833;31178525,86;2385;525;355;64544;328;158;240;266;163901;76276
2017;4127403;Terra Roxa - PR;53154,5;131844;169127;129064;126863311,41;3143;1714;883;248900;1037;921;871;753;344823;174034
2017;4127502;Tibagi - PR;102949,5;157392;285814;155771;220394712,47;4304;1796;968;496213;709;620;459;442;893477;459236
2017;4127601;Tijucas do Sul - PR;4953,2;11201;NA;NA;7806872,39;1941;400;276;NA;518;307;196;251;38597;64916
2017;4127700;Toledo - PR;71663,3;291272;312467;205809;447470096,60;8802;5054;2616;301977;2266;1960;2288;798;815989;560473
2017;4127809;Tomazina - PR;10887,7;22608;27754;15592;23646381,87;3769;619;405;49436;745;598;322;219;90131;70484
2017;4127858;Três Barras do Paraná - PR;13870,1;53545;47685;NA;49932080,10;3387;1166;629;55803;894;946;859;369;131656;115935
2017;4127882;Tunas do Paraná - PR;436,2;1067;NA;NA;156621,46;457;66;63;NA;73;14;37;14;36061;20872
2017;4127908;Tuneiras do Oeste - PR;27915,6;50628;103731;66589;37182692,67;2178;546;312;50109;480;291;222;217;130274;95211
2017;4127957;Tupãssi - PR;23228,4;54125;NA;NA;74102429,48;1361;1061;526;NA;556;557;527;218;162933;106698
2017;4127965;Turvo - PR;12652,2;22564;24512;17355;35925014,20;2804;639;355;40014;678;536;314;279;70493;71618
2017;4128005;Ubiratã - PR;46149,6;116611;NA;131714;398874526,71;2183;1794;877;NA;704;687;691;369;295863;196372
2017;4128104;Umuarama - PR;25681,8;63475;108441;68603;43561057,74;5213;1430;693;86918;1032;738;562;575;264765;99608
2017;4128203;União da Vitória - PR;6316,7;7391;7679;5985;6039729,85;2169;554;380;14952;541;252;194;199;43878;43397
2017;4128302;Uniflor - PR;6108,8;17442;NA;NA;5971462,46;813;217;107;NA;112;83;64;67;43675;28155
2017;4128401;Uraí - PR;13950,0;30626;NA;NA;22310869,06;1714;859;504;NA;512;481;403;221;109953;66504
2017;4128500;Wenceslau Braz - PR;14777,5;37196;44106;37270;42241187,46;2204;790;388;75044;559;418;215;222;101820;72936
2017;4128534;Ventania - PR;19973,2;47106;NA;NA;58254929,30;1137;455;231;NA;260;235;111;133;119839;79814
2017;4128559;Vera Cruz do Oeste - PR;18502,4;428670;446719;422520;50741146,83;1739;833;419;73308;456;573;499;180;119944;91323
2017;4128609;Verê - PR;17666,3;50939;48706;41086;95288077,61;2561;1180;568;NA;888;857;732;341;140041;77967
2017;4128625;Alto Paraíso - PR;3292,4;20845;NA;13558;34104297,95;901;221;190;NA;91;29;102;66;95600;34527
2017;4128633;Doutor Ulysses - PR;5571,0;3741;5213;3460;4725441,60;2363;88;79;14582;400;777;64;147;34354;26014
2017;4128658;Virmond - PR;9090,8;14455;NA;12811;16106880,77;987;588;331;NA;482;484;403;163;51249;43962
2017;4128708;Vitorino - PR;15965,5;47244;42719;31022;37580981,76;1347;902;447;58508;393;373;304;164;105442;93473
2017;4128807;Xambrê - PR;5851,1;19083;18391;NA;15135762,67;1385;230;147;15009;320;133;110;159;57887;29420
2017;4200051;Abdon Batista - SC;3777,7;7611;8176;6287;10257797,65;1462;506;261;NA;537;563;364;134;30199;24805
2017;4200101;Abelardo Luz - SC;42728,6;111763;112648;103116;98490822,27;5477;1581;772;NA;1541;1542;673;670;308535;176270
2017;4200200;Agrolândia - SC;3216,9;11714;NA;6965;10800236,15;1404;712;543;NA;410;406;347;142;60192;36288
2017;4200309;Agronômica - SC;3787,0;10297;18962;9737;9832325,06;1480;780;524;36380;471;476;351;287;50806;52835
2017;4200408;Água Doce - SC;28484,4;65163;56105;47306;65271547,43;2874;1266;667;116805;687;699;461;237;235540;124447
2017;4200507;Águas de Chapecó - SC;3178,3;11334;NA;NA;14244181,84;1583;498;271;NA;608;593;359;118;42749;29021
2017;4200556;Águas Frias - SC;1471,9;9166;3168;3898;68695077,98;955;212;116;5455;317;325;268;51;44058;21572
2017;4200606;Águas Mornas - SC;1227,7;14845;724;NA;3319777,47;1581;404;400;3451;545;486;429;259;71109;28056
2017;4200705;Alfredo Wagner - SC;6498,9;28509;38591;NA;47198270,71;6801;1951;1536;NA;1467;1366;564;700;81352;88340
2017;4200754;Alto Bela Vista - SC;1816,7;8967;2553;3272;10693199,32;905;310;152;5320;322;293;162;57;30757;16996
2017;4200804;Anchieta - SC;4878,0;26544;NA;11484;31458611,30;1795;566;253;NA;630;628;291;116;73366;35022
2017;4200903;Angelina - SC;3903,8;15964;NA;13418;14247669,91;2069;927;859;14134;802;777;353;428;47597;38009
2017;4201000;Anita Garibaldi - SC;5817,8;9153;9164;7938;11391319,54;3492;454;310;16741;843;799;410;251;47317;33102
2017;4201109;Anitápolis - SC;1222,5;3163;NA;NA;3503886,53;1177;342;332;NA;412;384;138;80;16870;15438
2017;4201208;Antônio Carlos - SC;1175,8;6146;3229;NA;6288998,03;1394;617;614;4424;464;357;214;187;23560;120822
2017;4201257;Apiúna - SC;1283,6;2371;3453;2007;2052903,38;1041;333;311;12318;324;267;202;137;14988;10726
2017;4201273;Arabutã - SC;2766,3;30528;2864;4498;9289721,46;1744;423;221;5625;620;629;446;41;83335;52340
2017;4201307;Araquari - SC;2743,8;9797;13327;8844;5169750,00;1103;331;272;27652;224;155;208;100;48667;49294
2017;4201406;Araranguá - SC;8018,3;18164;35654;21226;21367855,12;3100;917;591;69616;904;654;550;357;94548;103402
2017;4201505;Armazém - SC;1049,5;49669;2206;NA;11162653,39;1512;199;163;7174;350;411;383;115;92826;31484
2017;4201604;Arroio Trinta - SC;2082,2;13373;4764;NA;13458906,09;845;492;182;6224;261;252;222;30;36652;23059
2017;4201653;Arvoredo - SC;1419,8;5876;623;NA;11097304,28;1131;197;118;1705;307;337;195;21;21996;21323
2017;4201703;Ascurra - SC;663,3;1659;3853;1632;1212694,95;383;155;126;4305;120;110;50;26;6315;6629
2017;4201802;Atalanta - SC;3559,6;11580;NA;10130;13332976,83;1419;815;562;NA;463;448;426;190;39131;28191
2017;4201901;Aurora - SC;4863,9;21488;NA;NA;24662941,27;2280;1532;950;NA;664;658;416;291;53868;47262
2017;4201950;Balneário Arroio do Silva - SC;49,9;925;NA;NA;42300,00;173;32;28;NA;38;6;12;14;758;13452
2017;4202008;Balneário Camboriú - SC;NA;NA;NA;NA;985048,15;38;NA;NA;NA;4;1;5;2;297;8805
2017;4202057;Balneário Barra do Sul - SC;110,6;416;164;NA;465206,24;152;11;11;448;36;5;21;17;1389;14856
2017;4202073;Balneário Gaivota - SC;345,3;1477;1820;913;612319,63;493;71;62;3966;124;93;101;85;7894;19789
2017;4202081;Bandeirante - SC;2884,3;8894;NA;5711;7416256,17;1222;271;141;NA;408;398;241;53;31832;19617
2017;4202099;Barra Bonita - SC;1599,2;8030;3749;3339;10643291,69;797;176;104;4698;296;305;122;14;26861;19059
2017;4202107;Barra Velha - SC;1702,6;8646;10362;NA;2646993,16;679;166;141;23077;187;163;126;107;33381;25093
2017;4202131;Bela Vista do Toldo - SC;11357,3;24007;42914;NA;21261370,81;2603;1174;832;88987;987;988;850;466;100242;75215
2017;4202156;Belmonte - SC;2842,8;9576;5666;7147;10783120,20;832;328;150;10088;315;312;287;92;32410;20656
2017;4202206;Benedito Novo - SC;1559,4;4412;3443;2159;2344832,41;1957;330;292;11230;569;494;357;97;15550;11818
2017;4202305;Biguaçu - SC;857,0;20691;NA;NA;4837025,51;1107;439;411;3379;218;127;86;53;51805;64512
2017;4202404;Blumenau - SC;706,2;5442;2410;NA;47883410,41;1651;298;285;8034;437;233;226;53;46506;62513
2017;4202438;Bocaina do Sul - SC;1719,2;5413;4606;4255;5403091,02;1707;251;194;7772;372;224;145;185;25248;29222
2017;4202453;Bombinhas - SC;NA;NA;NA;NA;4868949,94;203;NA;NA;NA;1;NA;78;2;1736;18569
2017;4202503;Bom Jardim da Serra - SC;2328,7;16572;25334;NA;25808849,37;2026;575;538;43916;461;382;399;312;54605;54849
2017;4202537;Bom Jesus - SC;4309,3;10322;NA;8070;5504658,37;662;238;112;NA;195;172;125;79;28031;16610
2017;4202578;Bom Jesus do Oeste - SC;NA;11965;9105;7868;10398836,36;711;192;129;19319;376;382;314;63;34999;20324
2017;4202602;Bom Retiro - SC;9572,0;32166;39517;27423;25380865,26;2775;907;565;49707;533;466;377;298;129692;98631
2017;4202701;Botuverá - SC;405,2;1194;943;NA;6376498,03;999;115;114;4938;204;151;39;58;9919;10531
2017;4202800;Braço do Norte - SC;1972,3;143320;NA;NA;30145908,32;2096;850;468;NA;596;551;522;115;234949;95443
2017;4202859;Braço do Trombudo - SC;1340,0;3868;NA;2130;3372003,98;540;344;251;NA;218;218;197;89;11508;11049
2017;4202875;Brunópolis - SC;11388,2;20410;34728;NA;18592228,99;1521;723;356;51674;491;481;357;300;76729;37161
2017;4202909;Brusque - SC;119,3;1027;NA;NA;7494780,63;267;41;39;NA;52;27;11;17;10411;2609
2017;4203006;Caçador - SC;9446,0;39508;29315;28660;144634489,68;4651;1675;1004;46670;979;843;469;395;129702;107553
2017;4203105;Caibi - SC;4478,2;23502;8121;11893;21055642,49;1768;663;338;13379;520;534;447;50;78934;51662
2017;4203154;Calmon - SC;NA;6480;7268;10653;8415045,83;971;278;188;8669;205;170;115;84;84788;27882
2017;4203204;Camboriú - SC;551,1;2458;1278;NA;1122742,07;582;85;70;3288;105;108;27;19;12848;15936
2017;4203253;Capão Alto - SC;5255,2;12980;NA;NA;9584632,33;2121;445;252;NA;447;154;223;223;56106;41088
2017;4203303;Campo Alegre - SC;5623,2;10883;NA;NA;9556541,23;1742;889;444;22075;553;435;232;270;34744;49026
2017;4203402;Campo Belo do Sul - SC;14624,9;21965;35676;25084;27061570,27;2956;577;303;51770;653;432;178;306;119077;120018
2017;4203501;Campo Erê - SC;18706,1;43502;52121;38699;88143463,55;1638;672;308;85580;472;478;203;159;135900;78768
2017;4203600;Campos Novos - SC;70221,8;158193;NA;149960;683159114,95;4793;2474;1141;NA;1101;1049;751;529;566749;268847
2017;4203709;Canelinha - SC;663,8;858;1182;614;515557,91;357;88;82;3955;88;85;28;14;8049;7036
2017;4203808;Canoinhas - SC;36259,2;76361;126369;74611;130002238,39;7045;3748;2348;237230;2282;2206;1751;1187;305935;239601
2017;4203907;Capinzal - SC;5763,7;14258;NA;NA;70652476,73;1374;505;260;NA;323;277;288;92;77281;55949
2017;4203956;Capivari de Baixo - SC;1440,5;2016;NA;NA;4108663,15;198;87;51;NA;43;16;17;7;11188;8397
2017;4204004;Catanduvas - SC;2027,6;6784;NA;NA;102546931,32;718;249;128;3087;162;133;90;57;35807;30584
2017;4204103;Caxambu do Sul - SC;4906,0;15225;NA;11976;17127174,99;1723;730;350;NA;489;497;401;147;49389;52084
2017;4204152;Celso Ramos - SC;2756,3;5347;6554;4176;8211492,03;1296;390;245;11650;449;404;415;205;22716;17153
2017;4204178;Cerro Negro - SC;5336,4;7938;NA;NA;8496241,16;2772;253;133;NA;479;413;180;224;33197;35720
2017;4204194;Chapadão do Lageado - SC;3486,5;13269;NA;13427;10145340,23;1504;873;722;NA;600;594;499;233;49221;46117
2017;4204202;Chapecó - SC;12301,6;44770;38701;21889;430557234,78;4866;1423;796;49042;1120;895;646;411;152854;148124
2017;4204251;Cocal do Sul - SC;565,3;2719;2578;NA;1645393,59;478;133;100;6421;159;115;105;58;10871;14505
2017;4204301;Concórdia - SC;15582,6;107503;23329;29625;328673073,31;8104;2761;1250;37654;2462;2371;1449;336;369419;202990
2017;4204350;Cordilheira Alta - SC;1020,8;5502;1643;1722;8937506,47;939;199;112;2709;316;302;128;30;27362;25652
2017;4204400;Coronel Freitas - SC;3980,3;26370;7445;8934;37373680,23;2267;663;395;NA;670;674;504;143;126533;60594
2017;4204459;Coronel Martins - SC;4194,1;11627;7476;NA;8129947,64;1296;382;173;11582;389;386;294;100;34641;19109
2017;4204509;Corupá - SC;4327,1;13359;23437;13961;6529078,87;2245;739;709;79711;631;610;399;342;91692;161063
2017;4204558;Correia Pinto - SC;4590,7;15290;NA;9127;14913194,98;2531;341;231;NA;511;251;169;205;63324;49033
2017;4204608;Criciúma - SC;3298,1;9291;15003;NA;49751315,37;1211;614;407;31476;388;323;253;152;37473;25459
2017;4204707;Cunha Porã - SC;9226,5;38779;NA;NA;60503573,65;2457;971;559;NA;826;798;635;180;111037;60852
2017;4204756;Cunhataí - SC;1647,2;11660;2659;NA;13175753,78;755;257;155;3951;290;311;286;25;34417;18995
2017;4204806;Curitibanos - SC;16575,0;45606;74096;46581;55909771,75;2555;1292;664;112372;589;486;381;305;147510;84162
2017;4204905;Descanso - SC;8360,6;40343;17483;23150;52233534,51;2478;972;523;22931;864;860;719;217;118084;67931
