Ano;Código do Município;Município;"Valor adicionado bruto da Agropecuária, 
a preços correntes
(R$ 1.000)";"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)";Atividade com maior valor adicionado bruto;Atividade com segundo maior valor adicionado bruto;Atividade com terceiro maior valor adicionado bruto
2017;4318507;São José do Norte;69867.57;422274.91;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação
2017;4318606;São José do Ouro;70646.74;258447.63;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;4318614;São José do Sul;22337.68;62528.87;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura
2017;4318622;São José dos Ausentes;31714.72;86783.08;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;4318705;São Leopoldo;2287.51;7932254.94;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;4318804;São Lourenço do Sul;294514.38;1093312.78;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social
2017;4318903;São Luiz Gonzaga;239586.65;1142698.25;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;4319000;São Marcos;37021.64;750821.99;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;4319109;São Martinho;62478.47;227247.00;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;4319125;São Martinho da Serra;89723.59;158740.28;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4319158;São Miguel das Missões;217542.65;428358.90;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;4319208;São Nicolau;56345.33;131302.96;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4319307;São Paulo das Missões;62001.18;149744.30;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4319356;São Pedro da Serra;14990.10;73107.93;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;4319364;São Pedro das Missões;22245.76;58529.03;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4319372;São Pedro do Butiá;44782.48;91612.22;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4319406;São Pedro do Sul;75606.74;370249.93;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4319505;São Sebastião do Caí;20110.82;641891.49;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4319604;São Sepé;237356.21;824803.57;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;4319703;São Valentim;23224.22;87610.23;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4319711;São Valentim do Sul;19275.32;54927.69;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4319737;São Valério do Sul;26654.85;52905.19;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4319752;São Vendelino;3480.07;68796.14;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4319802;São Vicente do Sul;98496.75;227905.18;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4319901;Sapiranga;6211.38;3089007.79;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4320008;Sapucaia do Sul;3139.07;3083370.84;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação
2017;4320107;Sarandi;83712.26;853504.58;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;4320206;Seberi;67793.54;314504.00;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4320230;Sede Nova;35149.33;90128.12;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4320263;Segredo;63043.76;131734.11;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4320305;Selbach;66905.62;215256.90;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;4320321;Senador Salgado Filho;32267.40;80300.19;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4320354;Sentinela do Sul;33036.68;83668.35;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4320404;Serafina Corrêa;55049.65;619436.89;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;4320453;Sério;17939.19;42042.72;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;4320503;Sertão;152321.96;280182.83;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4320552;Sertão Santana;34819.02;216641.33;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;4320578;Sete de Setembro;34448.13;62059.40;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4320602;Severiano de Almeida;34001.97;93041.68;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;4320651;Silveira Martins;12357.37;48424.34;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;4320677;Sinimbu;67123.99;197185.40;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4320701;Sobradinho;43881.85;374503.60;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4320800;Soledade;160145.47;867908.32;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4320859;Tabaí;19503.07;69121.03;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços
2017;4320909;Tapejara;62495.67;969698.52;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321006;Tapera;59920.83;415411.90;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321105;Tapes;94241.32;362051.70;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321204;Taquara;19369.91;1275866.49;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação
2017;4321303;Taquari;56418.59;663514.74;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321329;Taquaruçu do Sul;29408.87;108949.17;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;4321352;Tavares;22679.26;82149.85;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4321402;Tenente Portela;60836.93;399269.90;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4321436;Terra de Areia;16362.67;208096.95;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4321451;Teutônia;62809.24;1294739.54;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;4321469;Tio Hugo;28431.90;105292.72;Comércio e reparação de veículos automotores e motocicletas;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;4321477;Tiradentes do Sul;44056.02;124016.98;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4321493;Toropi;25607.05;65415.86;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4321501;Torres;32096.01;1107111.33;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4321600;Tramandaí;13477.31;951927.23;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4321626;Travesseiro;22145.89;61335.03;Pecuária, inclusive apoio à pecuária;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321634;Três Arroios;28287.14;72121.47;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4321667;Três Cachoeiras;25772.64;231085.78;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321709;Três Coroas;4611.38;915625.97;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321808;Três de Maio;99029.17;980795.92;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321832;Três Forquilhas;18944.61;51203.77;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;4321857;Três Palmeiras;41137.15;124196.10;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4321907;Três Passos;73472.99;786603.36;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4321956;Trindade do Sul;49744.92;163436.98;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4322004;Triunfo;84125.64;8762413.78;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4322103;Tucunduva;49357.99;201850.49;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4322152;Tunas;38124.24;84803.05;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4322186;Tupanci do Sul;20093.68;45020.63;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4322202;Tupanciretã;403149.38;1087289.25;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;4322251;Tupandi;39242.74;448417.46;Indústrias de transformação;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;4322301;Tuparendi;66036.20;266777.15;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;4322327;Turuçu;42664.49;97356.29;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4322343;Ubiretama;27572.65;58188.59;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária
2017;4322350;União da Serra;28804.75;50885.51;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4322376;Unistalda;29511.21;59700.05;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;4322400;Uruguaiana;444647.02;2801210.33;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4322509;Vacaria;449758.16;2192252.62;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;4322525;Vale Verde;37519.89;76569.16;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4322533;Vale do Sol;101349.04;226334.99;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4322541;Vale Real;24356.83;123042.90;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4322558;Vanini;24718.29;56958.45;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4322608;Venâncio Aires;219095.63;2767039.61;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;4322707;Vera Cruz;75905.74;610086.65;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4322806;Veranópolis;36918.63;1416063.59;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4322855;Vespasiano Corrêa;33878.69;63367.16;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4322905;Viadutos;48617.35;127059.91;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social
2017;4323002;Viamão;105315.45;3454774.89;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;4323101;Vicente Dutra;41187.31;91130.25;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4323200;Victor Graeff;50996.70;137429.89;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4323309;Vila Flores;21959.62;155477.46;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;4323358;Vila Lângaro;46320.26;95476.98;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;4323408;Vila Maria;59206.37;205674.33;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;4323457;Vila Nova do Sul;44613.57;119809.10;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4323507;Vista Alegre;30506.17;76833.39;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4323606;Vista Alegre do Prata;22376.64;50929.32;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4323705;Vista Gaúcha;28223.69;67381.68;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4323754;Vitória das Missões;40529.93;85543.33;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;4323770;Westfália;40388.58;153356.76;Indústrias de transformação;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;4323804;Xangri-lá;1187.06;484247.70;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;5000203;Água Clara;634994.10;1488597.18;Produção florestal, pesca e aquicultura;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços
2017;5000252;Alcinópolis;79043.86;164084.43;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5000609;Amambai;200431.71;902581.74;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5000708;Anastácio;66499.92;420613.20;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5000807;Anaurilândia;77067.83;204706.17;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;5000856;Angélica;271836.32;721711.53;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;Demais serviços
2017;5000906;Antônio João;64663.24;231105.08;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;5001003;Aparecida do Taboado;235079.87;1036424.91;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;5001102;Aquidauana;136672.36;918064.25;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;5001243;Aral Moreira;219680.32;477801.83;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5001508;Bandeirantes;171708.92;327142.24;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5001904;Bataguassu;99356.08;792213.37;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;5002001;Batayporã;109004.94;339171.38;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5002100;Bela Vista;118168.96;515719.08;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5002159;Bodoquena;34767.77;209388.69;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5002209;Bonito;149712.95;681895.10;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5002308;Brasilândia;298503.07;519080.46;Produção florestal, pesca e aquicultura;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social
2017;5002407;Caarapó;254904.29;1183686.90;Indústrias de transformação;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5002605;Camapuã;139979.10;408815.69;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5002704;Campo Grande;231219.91;27042476.03;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;5002803;Caracol;52907.67;117227.55;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5002902;Cassilândia;74225.16;553369.73;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;5002951;Chapadão do Sul;345387.86;1486530.96;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;5003108;Corguinho;40545.38;107550.99;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;5003157;Coronel Sapucaia;43796.40;192826.87;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5003207;Corumbá;315740.99;2869983.29;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas
2017;5003256;Costa Rica;512006.38;1482228.32;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;Demais serviços
2017;5003306;Coxim;136981.29;840010.65;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;5003454;Deodápolis;59513.42;264111.34;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5003488;Dois Irmãos do Buriti;54401.14;186813.22;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;5003504;Douradina;28027.98;119982.21;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5003702;Dourados;484891.03;8329689.22;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;5003751;Eldorado;100882.37;353752.32;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5003801;Fátima do Sul;40032.41;470704.68;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação
2017;5003900;Figueirão;47170.62;96497.57;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5004007;Glória de Dourados;46020.16;190014.78;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5004106;Guia Lopes da Laguna;52800.58;233581.32;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5004304;Iguatemi;110350.35;382632.46;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5004403;Inocência;120158.14;262186.31;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5004502;Itaporã;161139.79;648881.63;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5004601;Itaquiraí;170722.82;614871.76;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5004700;Ivinhema;354068.55;1091462.05;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;Demais serviços
2017;5004809;Japorã;43850.59;123781.97;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;5004908;Jaraguari;81307.17;191747.08;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária
2017;5005004;Jardim;53122.38;528355.40;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;5005103;Jateí;174856.77;270487.11;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5005152;Juti;106894.87;250998.27;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5005202;Ladário;6639.99;294878.29;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação
2017;5005251;Laguna Carapã;234405.89;427607.08;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5005400;Maracaju;641587.75;2386846.30;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;5005608;Miranda;95735.78;500880.68;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5005681;Mundo Novo;40562.40;463454.07;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação
2017;5005707;Naviraí;223511.62;1481032.52;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5005806;Nioaque;81946.65;253275.90;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;5006002;Nova Alvorada do Sul;472963.27;1434427.32;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;Demais serviços
2017;5006200;Nova Andradina;340536.02;2008456.99;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social
2017;5006259;Novo Horizonte do Sul;90634.76;185797.28;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5006275;Paraíso das Águas;227476.21;618053.59;Indústrias de transformação;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;5006309;Paranaíba;153511.73;1192607.14;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação
2017;5006358;Paranhos;31602.98;159637.71;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5006408;Pedro Gomes;72319.71;206438.41;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5006606;Ponta Porã;573877.13;2642104.87;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social
2017;5006903;Porto Murtinho;120678.25;321354.77;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5007109;Ribas do Rio Pardo;538962.28;967028.40;Produção florestal, pesca e aquicultura;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social
2017;5007208;Rio Brilhante;703976.88;2077345.41;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;Demais serviços
2017;5007307;Rio Negro;25061.91;87574.92;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;5007406;Rio Verde de Mato Grosso;131073.31;446401.22;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;5007505;Rochedo;41432.61;176279.42;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5007554;Santa Rita do Pardo;306742.49;441579.23;Produção florestal, pesca e aquicultura;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social
2017;5007695;São Gabriel do Oeste;290114.93;1412971.42;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas
2017;5007703;Sete Quedas;48414.69;206944.27;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;5007802;Selvíria;104481.47;1757882.41;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social
2017;5007901;Sidrolândia;469282.69;1632387.24;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;5007935;Sonora;217426.88;648634.11;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;5007950;Tacuru;61808.64;193502.44;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
